aqi,co,datetime,no2,o3,pm10,pm25,so2,timestamp_local,timestamp_utc,ts
27.0,48.2,2023-12-23:04,1.0,58.0,10.3,6.33,5.3,2023-12-23T11:00:00,2023-12-23T04:00:00,1703304000
25.0,48.4,2023-12-23:03,1.0,54.0,10.0,6.0,5.0,2023-12-23T10:00:00,2023-12-23T03:00:00,1703300400
26.0,50.2,2023-12-23:02,1.7000000000000002,47.0,10.0,6.33,6.3,2023-12-23T09:00:00,2023-12-23T02:00:00,1703296800
28.0,51.9,2023-12-23:01,2.3,40.0,10.0,6.67,7.7,2023-12-23T08:00:00,2023-12-23T01:00:00,1703293200
29.0,53.7,2023-12-23:00,3.0,33.0,10.0,7.0,9.0,2023-12-23T07:00:00,2023-12-23T00:00:00,1703289600
33.0,60.1,2023-12-22:23,3.7,29.7,11.7,8.0,9.3,2023-12-23T06:00:00,2023-12-22T23:00:00,1703286000
37.0,66.5,2023-12-22:22,4.3,26.3,13.3,9.0,9.7,2023-12-23T05:00:00,2023-12-22T22:00:00,1703282400
42.0,73.0,2023-12-22:21,5.0,23.0,15.0,10.0,10.0,2023-12-23T04:00:00,2023-12-22T21:00:00,1703278800
44.0,67.5,2023-12-22:20,5.0,23.3,16.3,10.67,10.0,2023-12-23T03:00:00,2023-12-22T20:00:00,1703275200
47.0,62.1,2023-12-22:19,5.0,23.7,17.7,11.33,10.0,2023-12-23T02:00:00,2023-12-22T19:00:00,1703271600
50.0,56.6,2023-12-22:18,5.0,24.0,19.0,12.0,10.0,2023-12-23T01:00:00,2023-12-22T18:00:00,1703268000
126.0,54.9,2023-12-22:17,4.7,24.7,56.3,45.0,10.0,2023-12-23T00:00:00,2023-12-22T17:00:00,1703264400
50.0,53.1,2023-12-22:16,4.3,25.3,19.0,12.0,10.0,2023-12-22T23:00:00,2023-12-22T16:00:00,1703260800
50.0,51.4,2023-12-22:15,4.0,26.0,19.0,12.0,10.0,2023-12-22T22:00:00,2023-12-22T15:00:00,1703257200
69.0,49.0,2023-12-22:14,3.7,28.7,28.5,20.67,8.3,2023-12-22T21:00:00,2023-12-22T14:00:00,1703253600
87.0,46.7,2023-12-22:13,3.3,31.3,38.0,29.33,6.7,2023-12-22T20:00:00,2023-12-22T13:00:00,1703250000
107.0,44.4,2023-12-22:12,3.0,34.0,47.5,38.0,5.0,2023-12-22T19:00:00,2023-12-22T12:00:00,1703246400
98.0,43.0,2023-12-22:11,2.3,40.3,42.5,34.0,4.7,2023-12-22T18:00:00,2023-12-22T11:00:00,1703242800
62.0,41.6,2023-12-22:10,1.7000000000000002,46.7,23.2,17.33,4.3,2023-12-22T17:00:00,2023-12-22T10:00:00,1703239200
29.0,40.3,2023-12-22:09,1.0,53.0,11.0,7.0,4.0,2023-12-22T16:00:00,2023-12-22T09:00:00,1703235600
26.0,40.3,2023-12-22:08,1.0,56.0,9.7,6.0,4.3,2023-12-22T15:00:00,2023-12-22T08:00:00,1703232000
27.0,40.3,2023-12-22:07,1.0,59.0,8.3,5.0,4.7,2023-12-22T14:00:00,2023-12-22T07:00:00,1703228400
29.0,40.3,2023-12-22:06,1.0,62.0,7.0,4.0,5.0,2023-12-22T13:00:00,2023-12-22T06:00:00,1703224800
27.0,39.5,2023-12-22:05,1.0,57.7,6.7,3.67,4.7,2023-12-22T12:00:00,2023-12-22T05:00:00,1703221200
25.0,38.7,2023-12-22:04,1.0,53.3,6.3,3.33,4.3,2023-12-22T11:00:00,2023-12-22T04:00:00,1703217600
23.0,37.9,2023-12-22:03,1.0,49.0,6.0,3.0,4.0,2023-12-22T10:00:00,2023-12-22T03:00:00,1703214000
20.0,38.1,2023-12-22:02,1.3,43.7,6.3,3.33,5.0,2023-12-22T09:00:00,2023-12-22T02:00:00,1703210400
18.0,38.3,2023-12-22:01,1.7000000000000002,38.3,6.7,3.67,6.0,2023-12-22T08:00:00,2023-12-22T01:00:00,1703206800
17.0,38.5,2023-12-22:00,2.0,33.0,7.0,4.0,7.0,2023-12-22T07:00:00,2023-12-22T00:00:00,1703203200
19.0,38.3,2023-12-21:23,2.3,31.3,7.7,4.67,6.3,2023-12-22T06:00:00,2023-12-21T23:00:00,1703199600
22.0,38.1,2023-12-21:22,2.7,29.7,8.3,5.33,5.7,2023-12-22T05:00:00,2023-12-21T22:00:00,1703196000
25.0,37.9,2023-12-21:21,3.0,28.0,9.0,6.0,5.0,2023-12-22T04:00:00,2023-12-21T21:00:00,1703192400
26.0,39.3,2023-12-21:20,3.0,28.3,9.7,6.33,5.3,2023-12-22T03:00:00,2023-12-21T20:00:00,1703188800
28.0,40.7,2023-12-21:19,3.0,28.7,10.3,6.67,5.7,2023-12-22T02:00:00,2023-12-21T19:00:00,1703185200
29.0,42.0,2023-12-21:18,3.0,29.0,11.0,7.0,6.0,2023-12-22T01:00:00,2023-12-21T18:00:00,1703181600
33.0,45.7,2023-12-21:17,3.3,29.3,12.3,8.0,6.0,2023-12-22T00:00:00,2023-12-21T17:00:00,1703178000
37.0,49.4,2023-12-21:16,3.7,29.7,13.7,9.0,6.0,2023-12-21T23:00:00,2023-12-21T16:00:00,1703174400
42.0,53.1,2023-12-21:15,4.0,30.0,15.0,10.0,6.0,2023-12-21T22:00:00,2023-12-21T15:00:00,1703170800
126.0,53.3,2023-12-21:14,3.7,31.0,56.3,45.0,6.0,2023-12-21T21:00:00,2023-12-21T14:00:00,1703167200
92.0,53.5,2023-12-21:13,3.3,32.0,40.0,31.33,6.0,2023-12-21T20:00:00,2023-12-21T13:00:00,1703163600
118.0,53.7,2023-12-21:12,3.0,33.0,52.5,42.0,6.0,2023-12-21T19:00:00,2023-12-21T12:00:00,1703160000
85.0,48.6,2023-12-21:11,2.3,37.3,35.0,28.0,5.3,2023-12-21T18:00:00,2023-12-21T11:00:00,1703156400
63.0,43.6,2023-12-21:10,1.7000000000000002,41.7,24.2,18.0,4.7,2023-12-21T17:00:00,2023-12-21T10:00:00,1703152800
25.0,38.5,2023-12-21:09,1.0,46.0,10.0,6.0,4.0,2023-12-21T16:00:00,2023-12-21T09:00:00,1703149200
26.0,38.3,2023-12-21:08,1.0,47.0,10.7,6.33,3.7,2023-12-21T15:00:00,2023-12-21T08:00:00,1703145600
28.0,38.1,2023-12-21:07,1.0,48.0,11.3,6.67,3.3,2023-12-21T14:00:00,2023-12-21T07:00:00,1703142000
29.0,37.9,2023-12-21:06,1.0,49.0,12.0,7.0,3.0,2023-12-21T13:00:00,2023-12-21T06:00:00,1703138400
28.0,37.7,2023-12-21:05,1.0,48.0,11.7,6.67,3.0,2023-12-21T12:00:00,2023-12-21T05:00:00,1703134800
26.0,37.5,2023-12-21:04,1.0,47.0,11.3,6.33,3.0,2023-12-21T11:00:00,2023-12-21T04:00:00,1703131200
25.0,37.4,2023-12-21:03,1.0,46.0,11.0,6.0,3.0,2023-12-21T10:00:00,2023-12-21T03:00:00,1703127600
31.0,40.7,2023-12-21:02,1.3,41.0,12.7,7.33,3.7,2023-12-21T09:00:00,2023-12-21T02:00:00,1703124000
36.0,44.0,2023-12-21:01,1.7000000000000002,36.0,14.3,8.67,4.3,2023-12-21T08:00:00,2023-12-21T01:00:00,1703120400
42.0,47.3,2023-12-21:00,2.0,31.0,16.0,10.0,5.0,2023-12-21T07:00:00,2023-12-21T00:00:00,1703116800
39.0,46.7,2023-12-20:23,2.0,30.0,15.0,9.33,5.0,2023-12-21T06:00:00,2023-12-20T23:00:00,1703113200
36.0,46.1,2023-12-20:22,2.0,29.0,14.0,8.67,5.0,2023-12-21T05:00:00,2023-12-20T22:00:00,1703109600
33.0,45.5,2023-12-20:21,2.0,28.0,13.0,8.0,5.0,2023-12-21T04:00:00,2023-12-20T21:00:00,1703106000
32.0,44.7,2023-12-20:20,2.0,29.0,12.7,7.67,5.0,2023-12-21T03:00:00,2023-12-20T20:00:00,1703102400
31.0,44.0,2023-12-20:19,2.0,30.0,12.3,7.33,5.0,2023-12-21T02:00:00,2023-12-20T19:00:00,1703098800
29.0,43.2,2023-12-20:18,2.0,31.0,12.0,7.0,5.0,2023-12-21T01:00:00,2023-12-20T18:00:00,1703095200
93.0,44.2,2023-12-20:17,2.3,31.7,40.0,32.0,6.3,2023-12-21T00:00:00,2023-12-20T17:00:00,1703091600
93.0,45.1,2023-12-20:16,2.7,32.3,40.0,32.0,7.7,2023-12-20T23:00:00,2023-12-20T16:00:00,1703088000
33.0,46.1,2023-12-20:15,3.0,33.0,13.0,8.0,9.0,2023-12-20T22:00:00,2023-12-20T15:00:00,1703084400
53.0,44.5,2023-12-20:14,2.7,35.0,18.7,13.33,8.0,2023-12-20T21:00:00,2023-12-20T14:00:00,1703080800
64.0,43.0,2023-12-20:13,2.3,37.0,24.3,18.67,7.0,2023-12-20T20:00:00,2023-12-20T13:00:00,1703077200
76.0,41.4,2023-12-20:12,2.0,39.0,30.0,24.0,6.0,2023-12-20T19:00:00,2023-12-20T12:00:00,1703073600
62.0,39.3,2023-12-20:11,1.7000000000000002,42.3,22.3,17.33,4.7,2023-12-20T18:00:00,2023-12-20T11:00:00,1703070000
44.0,37.2,2023-12-20:10,1.3,45.7,14.7,10.67,3.3,2023-12-20T17:00:00,2023-12-20T10:00:00,1703066400
23.0,35.0,2023-12-20:09,1.0,49.0,7.0,4.0,2.0,2023-12-20T16:00:00,2023-12-20T09:00:00,1703062800
24.0,35.4,2023-12-20:08,1.0,51.3,7.3,4.33,2.3,2023-12-20T15:00:00,2023-12-20T08:00:00,1703059200
25.0,35.8,2023-12-20:07,1.0,53.7,7.7,4.67,2.7,2023-12-20T14:00:00,2023-12-20T07:00:00,1703055600
26.0,36.2,2023-12-20:06,1.0,56.0,8.0,5.0,3.0,2023-12-20T13:00:00,2023-12-20T06:00:00,1703052000
26.0,36.8,2023-12-20:05,1.0,55.3,8.3,5.0,3.7,2023-12-20T12:00:00,2023-12-20T05:00:00,1703048400
25.0,37.4,2023-12-20:04,1.0,54.7,8.7,5.0,4.3,2023-12-20T11:00:00,2023-12-20T04:00:00,1703044800
25.0,37.9,2023-12-20:03,1.0,54.0,9.0,5.0,5.0,2023-12-20T10:00:00,2023-12-20T03:00:00,1703041200
24.0,38.7,2023-12-20:02,1.3,49.3,9.7,5.67,5.3,2023-12-20T09:00:00,2023-12-20T02:00:00,1703037600
26.0,39.5,2023-12-20:01,1.7000000000000002,44.7,10.3,6.33,5.7,2023-12-20T08:00:00,2023-12-20T01:00:00,1703034000
29.0,40.3,2023-12-20:00,2.0,40.0,11.0,7.0,6.0,2023-12-20T07:00:00,2023-12-20T00:00:00,1703030400
32.0,40.1,2023-12-19:23,2.0,38.3,12.0,7.67,6.0,2023-12-20T06:00:00,2023-12-19T23:00:00,1703026800
35.0,39.9,2023-12-19:22,2.0,36.7,13.0,8.33,6.0,2023-12-20T05:00:00,2023-12-19T22:00:00,1703023200
37.0,39.7,2023-12-19:21,2.0,35.0,14.0,9.0,6.0,2023-12-20T04:00:00,2023-12-19T21:00:00,1703019600
67.0,39.7,2023-12-19:20,2.0,35.7,26.4,19.67,6.7,2023-12-20T03:00:00,2023-12-19T20:00:00,1703016000
93.0,39.7,2023-12-19:19,2.0,36.3,40.0,32.0,7.3,2023-12-20T02:00:00,2023-12-19T19:00:00,1703012400
115.0,39.7,2023-12-19:18,2.0,37.0,51.3,41.0,8.0,2023-12-20T01:00:00,2023-12-19T18:00:00,1703008800
115.0,41.2,2023-12-19:17,2.3,37.3,51.3,41.0,8.3,2023-12-20T00:00:00,2023-12-19T17:00:00,1703005200
68.0,42.8,2023-12-19:16,2.7,37.7,27.8,20.33,8.7,2023-12-19T23:00:00,2023-12-19T16:00:00,1703001600
42.0,44.4,2023-12-19:15,3.0,38.0,16.0,10.0,9.0,2023-12-19T22:00:00,2023-12-19T15:00:00,1702998000
42.0,43.8,2023-12-19:14,2.7,39.0,16.0,10.0,8.7,2023-12-19T21:00:00,2023-12-19T14:00:00,1702994400
42.0,43.2,2023-12-19:13,2.3,40.0,16.0,10.0,8.3,2023-12-19T20:00:00,2023-12-19T13:00:00,1702990800
42.0,42.6,2023-12-19:12,2.0,41.0,16.0,10.0,8.0,2023-12-19T19:00:00,2023-12-19T12:00:00,1702987200
39.0,40.9,2023-12-19:11,1.7000000000000002,43.7,15.3,9.33,6.3,2023-12-19T18:00:00,2023-12-19T11:00:00,1702983600
36.0,39.1,2023-12-19:10,1.3,46.3,14.7,8.67,4.7,2023-12-19T17:00:00,2023-12-19T10:00:00,1702980000
33.0,37.4,2023-12-19:09,1.0,49.0,14.0,8.0,3.0,2023-12-19T16:00:00,2023-12-19T09:00:00,1702976400
35.0,37.2,2023-12-19:08,0.7000000000000001,51.0,14.3,8.33,3.7,2023-12-19T15:00:00,2023-12-19T08:00:00,1702972800
36.0,37.0,2023-12-19:07,0.30000000000000004,53.0,14.7,8.67,4.3,2023-12-19T14:00:00,2023-12-19T07:00:00,1702969200
37.0,36.8,2023-12-19:06,0.0,55.0,15.0,9.0,5.0,2023-12-19T13:00:00,2023-12-19T06:00:00,1702965600
37.0,37.2,2023-12-19:05,0.30000000000000004,54.7,15.0,9.0,6.0,2023-12-19T12:00:00,2023-12-19T05:00:00,1702962000
37.0,37.5,2023-12-19:04,0.7000000000000001,54.3,15.0,9.0,7.0,2023-12-19T11:00:00,2023-12-19T04:00:00,1702958400
37.0,37.9,2023-12-19:03,1.0,54.0,15.0,9.0,8.0,2023-12-19T10:00:00,2023-12-19T03:00:00,1702954800
39.0,37.0,2023-12-19:02,1.3,49.0,15.3,9.33,7.0,2023-12-19T09:00:00,2023-12-19T02:00:00,1702951200
40.0,36.0,2023-12-19:01,1.7000000000000002,44.0,15.7,9.67,6.0,2023-12-19T08:00:00,2023-12-19T01:00:00,1702947600
42.0,35.0,2023-12-19:00,2.0,39.0,16.0,10.0,5.0,2023-12-19T07:00:00,2023-12-19T00:00:00,1702944000
39.0,33.8,2023-12-18:23,2.0,36.7,15.3,9.33,4.7,2023-12-19T06:00:00,2023-12-18T23:00:00,1702940400
36.0,32.7,2023-12-18:22,2.0,34.3,14.7,8.67,4.3,2023-12-19T05:00:00,2023-12-18T22:00:00,1702936800
33.0,31.5,2023-12-18:21,2.0,32.0,14.0,8.0,4.0,2023-12-19T04:00:00,2023-12-18T21:00:00,1702933200
35.0,32.1,2023-12-18:20,2.0,32.3,14.3,8.33,4.0,2023-12-19T03:00:00,2023-12-18T20:00:00,1702929600
36.0,32.7,2023-12-18:19,2.0,32.7,14.7,8.67,4.0,2023-12-19T02:00:00,2023-12-18T19:00:00,1702926000
37.0,33.3,2023-12-18:18,2.0,33.0,15.0,9.0,4.0,2023-12-19T01:00:00,2023-12-18T18:00:00,1702922400
40.0,35.8,2023-12-18:17,2.3,33.7,16.0,9.67,5.0,2023-12-19T00:00:00,2023-12-18T17:00:00,1702918800
43.0,38.3,2023-12-18:16,2.7,34.3,17.0,10.33,6.0,2023-12-18T23:00:00,2023-12-18T16:00:00,1702915200
46.0,40.9,2023-12-18:15,3.0,35.0,18.0,11.0,7.0,2023-12-18T22:00:00,2023-12-18T15:00:00,1702911600
47.0,41.0,2023-12-18:14,3.0,35.3,18.7,11.33,6.7,2023-12-18T21:00:00,2023-12-18T14:00:00,1702908000
49.0,41.2,2023-12-18:13,3.0,35.7,19.3,11.67,6.3,2023-12-18T20:00:00,2023-12-18T13:00:00,1702904400
50.0,41.4,2023-12-18:12,3.0,36.0,20.0,12.0,6.0,2023-12-18T19:00:00,2023-12-18T12:00:00,1702900800
43.0,39.7,2023-12-18:11,2.3,40.3,17.3,10.33,5.0,2023-12-18T18:00:00,2023-12-18T11:00:00,1702897200
36.0,37.9,2023-12-18:10,1.7000000000000002,44.7,14.7,8.67,4.0,2023-12-18T17:00:00,2023-12-18T10:00:00,1702893600
29.0,36.2,2023-12-18:09,1.0,49.0,12.0,7.0,3.0,2023-12-18T16:00:00,2023-12-18T09:00:00,1702890000
29.0,36.6,2023-12-18:08,1.0,52.0,11.7,7.0,3.0,2023-12-18T15:00:00,2023-12-18T08:00:00,1702886400
29.0,37.0,2023-12-18:07,1.0,55.0,11.3,7.0,3.0,2023-12-18T14:00:00,2023-12-18T07:00:00,1702882800
29.0,37.4,2023-12-18:06,1.0,58.0,11.0,7.0,3.0,2023-12-18T13:00:00,2023-12-18T06:00:00,1702879200
29.0,37.7,2023-12-18:05,1.0,56.0,10.7,7.0,3.3,2023-12-18T12:00:00,2023-12-18T05:00:00,1702875600
29.0,38.1,2023-12-18:04,1.0,54.0,10.3,7.0,3.7,2023-12-18T11:00:00,2023-12-18T04:00:00,1702872000
29.0,38.5,2023-12-18:03,1.0,52.0,10.0,7.0,4.0,2023-12-18T10:00:00,2023-12-18T03:00:00,1702868400
98.0,39.5,2023-12-18:02,1.7000000000000002,45.7,42.5,34.0,5.0,2023-12-18T09:00:00,2023-12-18T02:00:00,1702864800
95.0,40.5,2023-12-18:01,2.3,39.3,41.3,33.0,6.0,2023-12-18T08:00:00,2023-12-18T01:00:00,1702861200
33.0,41.4,2023-12-18:00,3.0,33.0,13.0,8.0,7.0,2023-12-18T07:00:00,2023-12-18T00:00:00,1702857600
33.0,40.1,2023-12-17:23,3.0,32.0,13.0,8.0,6.3,2023-12-18T06:00:00,2023-12-17T23:00:00,1702854000
33.0,38.7,2023-12-17:22,3.0,31.0,13.0,8.0,5.7,2023-12-18T05:00:00,2023-12-17T22:00:00,1702850400
33.0,37.4,2023-12-17:21,3.0,30.0,13.0,8.0,5.0,2023-12-18T04:00:00,2023-12-17T21:00:00,1702846800
33.0,37.5,2023-12-17:20,3.0,30.7,13.0,8.0,5.3,2023-12-18T03:00:00,2023-12-17T20:00:00,1702843200
33.0,37.7,2023-12-17:19,3.0,31.3,13.0,8.0,5.7,2023-12-18T02:00:00,2023-12-17T19:00:00,1702839600
33.0,37.9,2023-12-17:18,3.0,32.0,13.0,8.0,6.0,2023-12-18T01:00:00,2023-12-17T18:00:00,1702836000
35.0,39.5,2023-12-17:17,3.3,33.0,13.7,8.33,7.0,2023-12-18T00:00:00,2023-12-17T17:00:00,1702832400
36.0,41.0,2023-12-17:16,3.7,34.0,14.3,8.67,8.0,2023-12-17T23:00:00,2023-12-17T16:00:00,1702828800
37.0,42.6,2023-12-17:15,4.0,35.0,15.0,9.0,9.0,2023-12-17T22:00:00,2023-12-17T15:00:00,1702825200
62.0,42.0,2023-12-17:14,3.7,36.3,24.2,17.33,7.7,2023-12-17T21:00:00,2023-12-17T14:00:00,1702821600
89.0,41.4,2023-12-17:13,3.3,37.7,37.5,30.0,6.3,2023-12-17T20:00:00,2023-12-17T13:00:00,1702818000
98.0,40.9,2023-12-17:12,3.0,39.0,42.5,34.0,5.0,2023-12-17T19:00:00,2023-12-17T12:00:00,1702814400
76.0,39.1,2023-12-17:11,2.3,45.0,31.0,24.0,4.7,2023-12-17T18:00:00,2023-12-17T11:00:00,1702810800
102.0,37.4,2023-12-17:10,1.7000000000000002,51.0,45.0,36.0,4.3,2023-12-17T17:00:00,2023-12-17T10:00:00,1702807200
26.0,35.6,2023-12-17:09,1.0,57.0,8.0,4.0,4.0,2023-12-17T16:00:00,2023-12-17T09:00:00,1702803600
28.0,35.4,2023-12-17:08,1.0,59.7,8.0,4.33,4.0,2023-12-17T15:00:00,2023-12-17T08:00:00,1702800000
29.0,35.2,2023-12-17:07,1.0,62.3,8.0,4.67,4.0,2023-12-17T14:00:00,2023-12-17T07:00:00,1702796400
30.0,35.0,2023-12-17:06,1.0,65.0,8.0,5.0,4.0,2023-12-17T13:00:00,2023-12-17T06:00:00,1702792800
29.0,35.6,2023-12-17:05,1.0,63.0,8.3,5.33,4.3,2023-12-17T12:00:00,2023-12-17T05:00:00,1702789200
28.0,36.2,2023-12-17:04,1.0,61.0,8.7,5.67,4.7,2023-12-17T11:00:00,2023-12-17T04:00:00,1702785600
27.0,36.8,2023-12-17:03,1.0,59.0,9.0,6.0,5.0,2023-12-17T10:00:00,2023-12-17T03:00:00,1702782000
25.0,36.4,2023-12-17:02,1.3,53.3,9.3,6.0,5.7,2023-12-17T09:00:00,2023-12-17T02:00:00,1702778400
25.0,36.0,2023-12-17:01,1.7000000000000002,47.7,9.7,6.0,6.3,2023-12-17T08:00:00,2023-12-17T01:00:00,1702774800
25.0,35.6,2023-12-17:00,2.0,42.0,10.0,6.0,7.0,2023-12-17T07:00:00,2023-12-17T00:00:00,1702771200
25.0,34.2,2023-12-16:23,2.0,41.7,10.0,6.0,6.0,2023-12-17T06:00:00,2023-12-16T23:00:00,1702767600
25.0,32.9,2023-12-16:22,2.0,41.3,10.0,6.0,5.0,2023-12-17T05:00:00,2023-12-16T22:00:00,1702764000
25.0,31.5,2023-12-16:21,2.0,41.0,10.0,6.0,4.0,2023-12-17T04:00:00,2023-12-16T21:00:00,1702760400
26.0,31.5,2023-12-16:20,2.0,41.0,10.3,6.33,4.3,2023-12-17T03:00:00,2023-12-16T20:00:00,1702756800
28.0,31.5,2023-12-16:19,2.0,41.0,10.7,6.67,4.7,2023-12-17T02:00:00,2023-12-16T19:00:00,1702753200
29.0,31.5,2023-12-16:18,2.0,41.0,11.0,7.0,5.0,2023-12-17T01:00:00,2023-12-16T18:00:00,1702749600
31.0,33.3,2023-12-16:17,2.3,41.0,11.7,7.33,5.7,2023-12-17T00:00:00,2023-12-16T17:00:00,1702746000
32.0,35.0,2023-12-16:16,2.7,41.0,12.3,7.67,6.3,2023-12-16T23:00:00,2023-12-16T16:00:00,1702742400
33.0,36.8,2023-12-16:15,3.0,41.0,13.0,8.0,7.0,2023-12-16T22:00:00,2023-12-16T15:00:00,1702738800
33.0,37.9,2023-12-16:14,3.0,41.3,13.3,8.0,6.3,2023-12-16T21:00:00,2023-12-16T14:00:00,1702735200
33.0,39.1,2023-12-16:13,3.0,41.7,13.7,8.0,5.7,2023-12-16T20:00:00,2023-12-16T13:00:00,1702731600
33.0,40.3,2023-12-16:12,3.0,42.0,14.0,8.0,5.0,2023-12-16T19:00:00,2023-12-16T12:00:00,1702728000
31.0,38.1,2023-12-16:11,2.3,46.0,13.0,7.33,4.3,2023-12-16T18:00:00,2023-12-16T11:00:00,1702724400
28.0,36.0,2023-12-16:10,1.7000000000000002,50.0,12.0,6.67,3.7,2023-12-16T17:00:00,2023-12-16T10:00:00,1702720800
25.0,33.8,2023-12-16:09,1.0,54.0,11.0,6.0,3.0,2023-12-16T16:00:00,2023-12-16T09:00:00,1702717200
26.0,33.7,2023-12-16:08,1.0,55.3,11.3,6.33,3.0,2023-12-16T15:00:00,2023-12-16T08:00:00,1702713600
28.0,33.5,2023-12-16:07,1.0,56.7,11.7,6.67,3.0,2023-12-16T14:00:00,2023-12-16T07:00:00,1702710000
29.0,33.3,2023-12-16:06,1.0,58.0,12.0,7.0,3.0,2023-12-16T13:00:00,2023-12-16T06:00:00,1702706400
29.0,33.3,2023-12-16:05,1.0,57.3,12.0,7.0,3.0,2023-12-16T12:00:00,2023-12-16T05:00:00,1702702800
29.0,33.3,2023-12-16:04,1.0,56.7,12.0,7.0,3.0,2023-12-16T11:00:00,2023-12-16T04:00:00,1702699200
29.0,33.3,2023-12-16:03,1.0,56.0,12.0,7.0,3.0,2023-12-16T10:00:00,2023-12-16T03:00:00,1702695600
58.0,33.8,2023-12-16:02,1.3,51.7,21.8,15.67,3.7,2023-12-16T09:00:00,2023-12-16T02:00:00,1702692000
98.0,34.4,2023-12-16:01,1.7000000000000002,47.3,42.5,34.0,4.3,2023-12-16T08:00:00,2023-12-16T01:00:00,1702688400
95.0,35.0,2023-12-16:00,2.0,43.0,41.3,33.0,5.0,2023-12-16T07:00:00,2023-12-16T00:00:00,1702684800
76.0,35.0,2023-12-15:23,2.0,42.0,30.0,24.0,4.7,2023-12-16T06:00:00,2023-12-15T23:00:00,1702681200
69.0,35.0,2023-12-15:22,2.0,41.0,26.3,21.0,4.3,2023-12-16T05:00:00,2023-12-15T22:00:00,1702677600
37.0,35.0,2023-12-15:21,2.0,40.0,15.0,9.0,4.0,2023-12-16T04:00:00,2023-12-15T21:00:00,1702674000
37.0,35.8,2023-12-15:20,2.0,39.7,14.7,9.0,4.3,2023-12-16T03:00:00,2023-12-15T20:00:00,1702670400
37.0,36.6,2023-12-15:19,2.0,39.3,14.3,9.0,4.7,2023-12-16T02:00:00,2023-12-15T19:00:00,1702666800
37.0,37.4,2023-12-15:18,2.0,39.0,14.0,9.0,5.0,2023-12-16T01:00:00,2023-12-15T18:00:00,1702663200
85.0,39.3,2023-12-15:17,2.3,39.0,35.0,28.0,6.3,2023-12-16T00:00:00,2023-12-15T17:00:00,1702659600
112.0,41.2,2023-12-15:16,2.7,39.0,50.0,40.0,7.7,2023-12-15T23:00:00,2023-12-15T16:00:00,1702656000
112.0,43.2,2023-12-15:15,3.0,39.0,50.0,40.0,9.0,2023-12-15T22:00:00,2023-12-15T15:00:00,1702652400
95.0,43.4,2023-12-15:14,3.0,39.7,41.3,33.0,8.3,2023-12-15T21:00:00,2023-12-15T14:00:00,1702648800
67.0,43.6,2023-12-15:13,3.0,40.3,27.3,20.0,7.7,2023-12-15T20:00:00,2023-12-15T13:00:00,1702645200
42.0,43.8,2023-12-15:12,3.0,41.0,16.0,10.0,7.0,2023-12-15T19:00:00,2023-12-15T12:00:00,1702641600
37.0,40.5,2023-12-15:11,2.3,45.0,14.3,9.0,5.7,2023-12-15T18:00:00,2023-12-15T11:00:00,1702638000
33.0,37.2,2023-12-15:10,1.7000000000000002,49.0,12.7,8.0,4.3,2023-12-15T17:00:00,2023-12-15T10:00:00,1702634400
29.0,33.8,2023-12-15:09,1.0,53.0,11.0,7.0,3.0,2023-12-15T16:00:00,2023-12-15T09:00:00,1702630800
29.0,33.8,2023-12-15:08,1.0,55.3,11.0,7.0,3.3,2023-12-15T15:00:00,2023-12-15T08:00:00,1702627200
29.0,33.8,2023-12-15:07,1.0,57.7,11.0,7.0,3.7,2023-12-15T14:00:00,2023-12-15T07:00:00,1702623600
29.0,33.8,2023-12-15:06,1.0,60.0,11.0,7.0,4.0,2023-12-15T13:00:00,2023-12-15T06:00:00,1702620000
29.0,34.4,2023-12-15:05,1.0,59.0,11.3,7.0,5.0,2023-12-15T12:00:00,2023-12-15T05:00:00,1702616400
74.0,35.0,2023-12-15:04,1.0,58.0,28.8,23.0,6.0,2023-12-15T11:00:00,2023-12-15T04:00:00,1702612800
29.0,35.6,2023-12-15:03,1.0,57.0,12.0,7.0,7.0,2023-12-15T10:00:00,2023-12-15T03:00:00,1702609200
56.0,36.2,2023-12-15:02,1.3,51.0,20.5,14.67,8.0,2023-12-15T09:00:00,2023-12-15T02:00:00,1702605600
87.0,36.8,2023-12-15:01,1.7000000000000002,45.0,36.3,29.0,9.0,2023-12-15T08:00:00,2023-12-15T01:00:00,1702602000
89.0,37.4,2023-12-15:00,2.0,39.0,37.5,30.0,10.0,2023-12-15T07:00:00,2023-12-15T00:00:00,1702598400
80.0,36.6,2023-12-14:23,2.0,38.3,32.5,26.0,8.7,2023-12-15T06:00:00,2023-12-14T23:00:00,1702594800
76.0,35.8,2023-12-14:22,2.0,37.7,30.0,24.0,7.3,2023-12-15T05:00:00,2023-12-14T22:00:00,1702591200
107.0,35.0,2023-12-14:21,2.0,37.0,47.5,38.0,6.0,2023-12-15T04:00:00,2023-12-14T21:00:00,1702587600
86.0,35.8,2023-12-14:20,2.0,36.7,37.0,28.67,6.0,2023-12-15T03:00:00,2023-12-14T20:00:00,1702584000
66.0,36.6,2023-12-14:19,2.0,36.3,26.5,19.33,6.0,2023-12-15T02:00:00,2023-12-14T19:00:00,1702580400
42.0,37.4,2023-12-14:18,2.0,36.0,16.0,10.0,6.0,2023-12-15T01:00:00,2023-12-14T18:00:00,1702576800
